"FL_IDs"	"Drug"	"Type"	"Collapsed_Cells"
"627"	"SYK-inhibitor$FL4"	"SYK-inhibitor"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"1250"	"TAK-715$FL1"	"TAK-715"	"Signature_Correlation"	"A375|HA1E|HME1|HT29|PC3|YAPC"
"475"	"TAK-715$FL2"	"TAK-715"	"Signature_Correlation"	"CD34|HEPG2|HUVEC"
"548"	"TAK-715$FL3"	"TAK-715"	"Signature_Correlation"	"HELA|SKL|SKL.C"
"717"	"TAK-715$FL4"	"TAK-715"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"1251"	"tanespimycin$FL1"	"tanespimycin"	"Signature_Correlation"	"A375|A549|ASC|ASC.C|CD34|HME1|HUVEC|NPC|NPC.CAS9|NPC.TAK|SKL|SKL.C"
"2213"	"tanespimycin$FL2"	"tanespimycin"	"Signature_Correlation"	"HA1E|HCC515|HEPG2|HT29|MCF7|NEU|PC3"
"1252"	"TGFBR1$FL1"	"TGFBR1"	"Signature_Correlation"	"A375.311|HA1E.101|HA1E.311|HT29.311|YAPC.311"
"3180"	"TGFBR1$FL2"	"TGFBR1"	"Signature_Correlation"	"MCF7.101|MCF7.311|PC3.311"
"3181"	"TGFBR2$FL1"	"TGFBR2"	"Signature_Correlation"	"HA1E.101|MCF7.101|MCF7.311"
"476"	"TGFBR2$FL2"	"TGFBR2"	"Signature_Correlation"	"HT29.311|PC3.101|PC3.311|YAPC.311"
"1253"	"tie2-kinase-inhibitor$FL1"	"tie2-kinase-inhibitor"	"Signature_Correlation"	"A375|ASC|CD34|HA1E|HEPG2|HT29|NEU|SKL|SKL.C"
"2214"	"tie2-kinase-inhibitor$FL2"	"tie2-kinase-inhibitor"	"Signature_Correlation"	"A549|HCC515|MCF7|PC3"
"3182"	"tie2-kinase-inhibitor$FL3"	"tie2-kinase-inhibitor"	"Signature_Correlation"	"ASC.C|HME1|HUVEC|NPC|NPC.CAS9|NPC.TAK"
"1254"	"TLK2$FL1"	"TLK2"	"Signature_Correlation"	"A375.311|HA1E.101|HA1E.311|HELA.311"
"2215"	"TLK2$FL2"	"TLK2"	"Signature_Correlation"	"A549.311|HT29.311|PC3.311|YAPC.311"
"1255"	"TP53$FL1"	"TP53"	"Signature_Correlation"	"A375.311|A549.311|MCF7.101|MCF7.311"
"1256"	"tranylcypromine$FL1"	"tranylcypromine"	"Signature_Correlation"	"A375|HA1E|HEPG2|HME1|HT29|HUVEC|MCF7|NEU|PC3"
"2216"	"tranylcypromine$FL2"	"tranylcypromine"	"Signature_Correlation"	"A549|CD34|HCC515|NPC.TAK"
"3183"	"tranylcypromine$FL3"	"tranylcypromine"	"Signature_Correlation"	"ASC|ASC.C|NPC|NPC.CAS9|SKL|SKL.C"
"1257"	"UNC-0638$FL1"	"UNC-0638"	"Signature_Correlation"	"A375|MCF7|NEU|PC3"
"2217"	"UNC-0638$FL2"	"UNC-0638"	"Signature_Correlation"	"A549|HCC515|HME1|HUVEC"
"477"	"UNC-0638$FL3"	"UNC-0638"	"Signature_Correlation"	"ASC.C|HA1E|SKL|SKL.C"
"628"	"UNC-0638$FL4"	"UNC-0638"	"Signature_Correlation"	"NPC|NPC.CAS9|NPC.TAK"
"1258"	"VE-821$FL1"	"VE-821"	"Signature_Correlation"	"A375|HCC515|HEPG2|HT29|MCF7|PC3"
"2218"	"VE-821$FL2"	"VE-821"	"Signature_Correlation"	"A549|HA1E|HME1|HUVEC"
"3184"	"VE-821$FL3"	"VE-821"	"Signature_Correlation"	"ASC|ASC.C|CD34|NEU|NPC|NPC.CAS9|NPC.TAK|SKL|SKL.C"
"2219"	"VX-745$FL1"	"VX-745"	"Signature_Correlation"	"A549|ASC.C|CD34|HME1|HUVEC|NPC|NPC.CAS9|NPC.TAK|SKL|SKL.C"
"3185"	"VX-745$FL2"	"VX-745"	"Signature_Correlation"	"HA1E|HEPG2|HT29|PC3"
"1259"	"withaferin-a$FL1"	"withaferin-a"	"Signature_Correlation"	"A375|HCC515|HEPG2|HS578T|HT29|LNCAP|MCF10A|MCF7|MDAMB231|PC3|SKBR3"
"3186"	"withaferin-a$FL2"	"withaferin-a"	"Signature_Correlation"	"BT20|HA1E|HME1"
"1260"	"XMD-1499$FL1"	"XMD-1499"	"Signature_Correlation"	"A375|HA1E|HCC515|HEPG2|HT29|NEU|PC3"
"2220"	"XMD-1499$FL2"	"XMD-1499"	"Signature_Correlation"	"A549|HME1|NPC|NPC.CAS9|NPC.TAK"
"3187"	"XMD-1499$FL3"	"XMD-1499"	"Signature_Correlation"	"ASC|ASC.C|CD34|HUVEC|MCF7|SKL|SKL.C"
"1261"	"XMD-892$FL1"	"XMD-892"	"Signature_Correlation"	"A375|ASC|HA1E|HCC515|HEPG2|HT29|MCF7|PC3"
"2221"	"XMD-892$FL2"	"XMD-892"	"Signature_Correlation"	"A549|CD34|HME1|HUVEC|SKL|SKL.C"
"3188"	"XMD-892$FL3"	"XMD-892"	"Signature_Correlation"	"ASC.C|NEU|NPC|NPC.CAS9|NPC.TAK"
"1262"	"Y-27632$FL1"	"Y-27632"	"Signature_Correlation"	"A375|CD34|HA1E|MCF7|YAPC"
"2222"	"Y-27632$FL2"	"Y-27632"	"Signature_Correlation"	"A549|HUVEC|SKL|SKL.C"
"3189"	"Y-27632$FL3"	"Y-27632"	"Signature_Correlation"	"ASC|HCC515|HELA|HT29"
"478"	"Y-27632$FL4"	"Y-27632"	"Signature_Correlation"	"ASC.C|HME1|NPC.TAK"
"1263"	"ZM-447439$FL1"	"ZM-447439"	"Signature_Correlation"	"A375|A549|MCF7"
"2223"	"ZM-447439$FL2"	"ZM-447439"	"Signature_Correlation"	"ASC|HCC515|HEPG2|NEU|PC3"
"3190"	"ZM-447439$FL3"	"ZM-447439"	"Signature_Correlation"	"ASC.C|NPC|NPC.CAS9|NPC.TAK"
"629"	"ZM-447439$FL4"	"ZM-447439"	"Signature_Correlation"	"HUVEC|SKL|SKL.C"
"1264"	"17-hydroxyprogesterone-caproate$FL1"	"17-hydroxyprogesterone-caproate"	"Signature_Correlation"	"A375|HA1E|PC3|YAPC"
"2224"	"17-hydroxyprogesterone-caproate$FL2"	"17-hydroxyprogesterone-caproate"	"Signature_Correlation"	"HELA|HT29|MCF7"
"1265"	"abiraterone-acetate$FL1"	"abiraterone-acetate"	"Signature_Correlation"	"A375|HELA|HT29|PC3"
"2225"	"abiraterone-acetate$FL2"	"abiraterone-acetate"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"1266"	"acebutolol$FL1"	"acebutolol"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7"
"1267"	"ACLY$FL1"	"ACLY"	"Signature_Correlation"	"A375.311|HA1E.101|HA1E.311"
"2226"	"ACLY$FL2"	"ACLY"	"Signature_Correlation"	"A549.311|HT29.311|MCF7.101|MCF7.311"
"1268"	"amikacin$FL1"	"amikacin"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"1269"	"aminoglutethimide$FL1"	"aminoglutethimide"	"Signature_Correlation"	"A375|HT29|MCF7"
"2227"	"aminoglutethimide$FL2"	"aminoglutethimide"	"Signature_Correlation"	"HA1E|HELA|PC3|YAPC"
"1270"	"aminoguanidine$FL1"	"aminoguanidine"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3"
"1271"	"anisodamine$FL1"	"anisodamine"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3"
"1272"	"ASA-404$FL1"	"ASA-404"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"1273"	"ASC-J9$FL1"	"ASC-J9"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7"
"2228"	"ASC-J9$FL2"	"ASC-J9"	"Signature_Correlation"	"HT29|PC3|YAPC"
"1274"	"atrasentan$FL1"	"atrasentan"	"Signature_Correlation"	"A375|HT29|MCF7"
"2229"	"atrasentan$FL2"	"atrasentan"	"Signature_Correlation"	"HA1E|HELA|PC3|YAPC"
"1275"	"batimastat$FL1"	"batimastat"	"Signature_Correlation"	"A375|HA1E|PC3|YAPC"
"2230"	"batimastat$FL2"	"batimastat"	"Signature_Correlation"	"HELA|HT29|MCF7"
"1276"	"BCL2L1$FL1"	"BCL2L1"	"Signature_Correlation"	"A375.311|A549.311|MCF7.311|PC3.101"
"3191"	"BCL2L1$FL2"	"BCL2L1"	"Signature_Correlation"	"HELA.311|PC3.311|YAPC.311"
"1277"	"benzydamine$FL1"	"benzydamine"	"Signature_Correlation"	"A375|HT29|MCF7"
"2231"	"benzydamine$FL2"	"benzydamine"	"Signature_Correlation"	"HA1E|HELA|PC3"
"1278"	"blonanserin$FL1"	"blonanserin"	"Signature_Correlation"	"A375|HA1E|PC3"
"3192"	"blonanserin$FL2"	"blonanserin"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"2232"	"bortezomib$FL1"	"bortezomib"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"1279"	"butoconazole$FL1"	"butoconazole"	"Signature_Correlation"	"A375|HT29|MCF7"
"2233"	"butoconazole$FL2"	"butoconazole"	"Signature_Correlation"	"HA1E|HELA|PC3|YAPC"
"1280"	"calcitriol$FL1"	"calcitriol"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"1281"	"cefdinir$FL1"	"cefdinir"	"Signature_Correlation"	"A375|HT29|PC3"
"2234"	"cefdinir$FL2"	"cefdinir"	"Signature_Correlation"	"HA1E|HELA|MCF7|YAPC"
"1282"	"clobetasol$FL1"	"clobetasol"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"1283"	"clotrimazole$FL1"	"clotrimazole"	"Signature_Correlation"	"A375|HELA|MCF7"
"2235"	"clotrimazole$FL2"	"clotrimazole"	"Signature_Correlation"	"HA1E|PC3|YAPC"
"2236"	"CTSK$FL1"	"CTSK"	"Signature_Correlation"	"A549.311|HT29.311|MCF7.101|MCF7.311"
"3193"	"CTSK$FL2"	"CTSK"	"Signature_Correlation"	"HA1E.101|HA1E.311|YAPC.311"
"1284"	"CX-516$FL1"	"CX-516"	"Signature_Correlation"	"A375|HA1E|HT29|PC3|YAPC"
"2237"	"cyproheptadine$FL1"	"cyproheptadine"	"Signature_Correlation"	"HA1E|HELA|MCF7|YAPC"
"1285"	"diazepam$FL1"	"diazepam"	"Signature_Correlation"	"A375|HA1E|HELA"
"2238"	"diazepam$FL2"	"diazepam"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"1286"	"dimesna$FL1"	"dimesna"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|MCF7"
"1287"	"disopyramide$FL1"	"disopyramide"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"1288"	"dutasteride$FL1"	"dutasteride"	"Signature_Correlation"	"A375|HELA|PC3"
"2239"	"dutasteride$FL2"	"dutasteride"	"Signature_Correlation"	"HA1E|HT29|MCF7|YAPC"
"1289"	"ebselen$FL1"	"ebselen"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2240"	"ebselen$FL2"	"ebselen"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1290"	"edoxaban$FL1"	"edoxaban"	"Signature_Correlation"	"A375|HA1E|HELA"
"2241"	"edoxaban$FL2"	"edoxaban"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"1291"	"EGFR$FL1"	"EGFR"	"Signature_Correlation"	"A375.311|A549.311|HELA.311|YAPC.311"
"3194"	"EGFR$FL2"	"EGFR"	"Signature_Correlation"	"HA1E.311|HT29.311|MCF7.101|MCF7.311|PC3.101|PC3.311"
"1292"	"ellagic-acid$FL1"	"ellagic-acid"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2242"	"ellagic-acid$FL2"	"ellagic-acid"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1293"	"EXO1$FL1"	"EXO1"	"Signature_Correlation"	"A375.311|HA1E.311|HELA.311|YAPC.311"
"2243"	"EXO1$FL2"	"EXO1"	"Signature_Correlation"	"A549.311|PC3.101|PC3.311"
"3195"	"EXO1$FL3"	"EXO1"	"Signature_Correlation"	"HA1E.101|HT29.311|MCF7.311"
"1294"	"FASN$FL1"	"FASN"	"Signature_Correlation"	"A375.311|HELA.311|YAPC.311"
"2244"	"FASN$FL2"	"FASN"	"Signature_Correlation"	"A549.311|PC3.101|PC3.311"
"3196"	"FASN$FL3"	"FASN"	"Signature_Correlation"	"HA1E.101|HT29.311|MCF7.101|MCF7.311"
"1295"	"fentiazac$FL1"	"fentiazac"	"Signature_Correlation"	"A375|HELA|PC3"
"3197"	"fentiazac$FL2"	"fentiazac"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1296"	"ganaxolone$FL1"	"ganaxolone"	"Signature_Correlation"	"A375|HA1E|HT29"
"2245"	"ganaxolone$FL2"	"ganaxolone"	"Signature_Correlation"	"HELA|MCF7|PC3|YAPC"
"1297"	"HDAC2$FL1"	"HDAC2"	"Signature_Correlation"	"A375.311|HA1E.101|HA1E.311|HELA.311|PC3.311"
"2246"	"HDAC2$FL2"	"HDAC2"	"Signature_Correlation"	"A549.311|MCF7.101|MCF7.311"
"1298"	"hypericin$FL1"	"hypericin"	"Signature_Correlation"	"A375|HELA|PC3"
"1299"	"ibudilast$FL1"	"ibudilast"	"Signature_Correlation"	"A375|HA1E|HELA"
"2247"	"ibudilast$FL2"	"ibudilast"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"1300"	"imiquimod$FL1"	"imiquimod"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2248"	"imiquimod$FL2"	"imiquimod"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1301"	"indobufen$FL1"	"indobufen"	"Signature_Correlation"	"A375|HT29|MCF7"
"2249"	"indobufen$FL2"	"indobufen"	"Signature_Correlation"	"HA1E|HELA|PC3|YAPC"
"1302"	"inosine$FL1"	"inosine"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2250"	"inosine$FL2"	"inosine"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1303"	"INSM2$FL1"	"INSM2"	"Signature_Correlation"	"A375.311|A549.311|PC3.311"
"2251"	"INSM2$FL2"	"INSM2"	"Signature_Correlation"	"HA1E.101|HA1E.311|HELA.311|HT29.311|YAPC.311"
"3198"	"INSM2$FL3"	"INSM2"	"Signature_Correlation"	"MCF7.101|MCF7.311|PC3.101"
"1304"	"ITGA11$FL1"	"ITGA11"	"Signature_Correlation"	"A375.311|MCF7.101|MCF7.311|PC3.311"
"2252"	"ITGA11$FL2"	"ITGA11"	"Signature_Correlation"	"A549.311|HT29.311|PC3.101"
"3199"	"ITGA11$FL3"	"ITGA11"	"Signature_Correlation"	"HA1E.101|HA1E.311|HELA.311"
"1305"	"josamycin$FL1"	"josamycin"	"Signature_Correlation"	"A375|HT29|PC3"
"2253"	"josamycin$FL2"	"josamycin"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"1306"	"KEAP1$FL1"	"KEAP1"	"Signature_Correlation"	"A375.311|HT29.311|MCF7.101|MCF7.311|YAPC.311"
"3200"	"KEAP1$FL2"	"KEAP1"	"Signature_Correlation"	"HA1E.101|HA1E.311|HELA.311"
"1307"	"KIT$FL1"	"KIT"	"Signature_Correlation"	"A375.311|HA1E.101|HA1E.311|HELA.311|HT29.311"
"3201"	"KIT$FL2"	"KIT"	"Signature_Correlation"	"MCF7.101|MCF7.311|PC3.101|PC3.311"
"1308"	"KRT19$FL1"	"KRT19"	"Signature_Correlation"	"A375.311|A549.311|HT29.311|MCF7.101|MCF7.311|YAPC.311"
"2254"	"KRT19$FL2"	"KRT19"	"Signature_Correlation"	"HA1E.101|HA1E.311|HELA.311"
"1309"	"lestaurtinib$FL1"	"lestaurtinib"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"1310"	"licochalcone-a$FL1"	"licochalcone-a"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2255"	"licochalcone-a$FL2"	"licochalcone-a"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1311"	"lomeguatrib$FL1"	"lomeguatrib"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"1312"	"MAST4$FL1"	"MAST4"	"Signature_Correlation"	"A375.311|PC3.101|YAPC.311"
"2256"	"MAST4$FL2"	"MAST4"	"Signature_Correlation"	"A549.311|HA1E.101|HA1E.311|HELA.311"
"2257"	"MG-132$FL1"	"MG-132"	"Signature_Correlation"	"HELA|HT29|MCF7|PC3|YAPC"
"2258"	"MK-0893$FL1"	"MK-0893"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"1313"	"MK-8245$FL1"	"MK-8245"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2259"	"MK-8245$FL2"	"MK-8245"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1314"	"MYC$FL1"	"MYC"	"Signature_Correlation"	"A375.311|PC3.101|PC3.311"
"3202"	"MYC$FL2"	"MYC"	"Signature_Correlation"	"HA1E.101|HA1E.311|HELA.311"
"479"	"MYC$FL3"	"MYC"	"Signature_Correlation"	"HT29.311|MCF7.101|MCF7.311"
"1315"	"nevirapine$FL1"	"nevirapine"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2260"	"nevirapine$FL2"	"nevirapine"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"2261"	"NF1$FL1"	"NF1"	"Signature_Correlation"	"A549.311|HELA.311|PC3.101|PC3.311"
"2262"	"nicardipine$FL1"	"nicardipine"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"1316"	"ostarine$FL1"	"ostarine"	"Signature_Correlation"	"A375|HELA|PC3"
"2263"	"ostarine$FL2"	"ostarine"	"Signature_Correlation"	"HA1E|HT29|MCF7|YAPC"
"1317"	"oxaprozin$FL1"	"oxaprozin"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2264"	"oxaprozin$FL2"	"oxaprozin"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1318"	"oxymetazoline$FL1"	"oxymetazoline"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3"
"1319"	"papaverine$FL1"	"papaverine"	"Signature_Correlation"	"A375|MCF7|PC3"
"2265"	"papaverine$FL2"	"papaverine"	"Signature_Correlation"	"HA1E|HELA|HT29|YAPC"
"1320"	"PCA-4248$FL1"	"PCA-4248"	"Signature_Correlation"	"A375|HELA|MCF7"
"2266"	"PCA-4248$FL2"	"PCA-4248"	"Signature_Correlation"	"HA1E|HT29|PC3|YAPC"
"1321"	"PD-153035$FL1"	"PD-153035"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2267"	"PD-153035$FL2"	"PD-153035"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1322"	"penitrem-a$FL1"	"penitrem-a"	"Signature_Correlation"	"A375|HELA|PC3"
"3203"	"penitrem-a$FL2"	"penitrem-a"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1323"	"physostigmine$FL1"	"physostigmine"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7"
"3204"	"PIK3CA$FL1"	"PIK3CA"	"Signature_Correlation"	"HELA.311|HT29.311|MCF7.101|MCF7.311|YAPC.311"
"1324"	"PKI-179$FL1"	"PKI-179"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"1325"	"PLXNA1$FL1"	"PLXNA1"	"Signature_Correlation"	"A375.311|HELA.311|YAPC.311"
"2268"	"PLXNA1$FL2"	"PLXNA1"	"Signature_Correlation"	"A549.311|HT29.311|MCF7.311|PC3.101"
"1326"	"potassium-canrenoate$FL1"	"potassium-canrenoate"	"Signature_Correlation"	"A375|HT29|YAPC"
"2269"	"potassium-canrenoate$FL2"	"potassium-canrenoate"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"1327"	"pritelivir$FL1"	"pritelivir"	"Signature_Correlation"	"A375|HELA|PC3"
"2270"	"pritelivir$FL2"	"pritelivir"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"1328"	"proguanil$FL1"	"proguanil"	"Signature_Correlation"	"A375|HA1E|HELA"
"2271"	"proguanil$FL2"	"proguanil"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"2272"	"propafenone$FL1"	"propafenone"	"Signature_Correlation"	"HA1E|HT29|MCF7|PC3|YAPC"
"1329"	"PTP4A1$FL1"	"PTP4A1"	"Signature_Correlation"	"A375.311|PC3.101|PC3.311"
"3205"	"PTP4A1$FL2"	"PTP4A1"	"Signature_Correlation"	"HA1E.101|HT29.311|YAPC.311"
"480"	"PTP4A1$FL3"	"PTP4A1"	"Signature_Correlation"	"HA1E.311|HELA.311|MCF7.311"
"1330"	"pyrazinamide$FL1"	"pyrazinamide"	"Signature_Correlation"	"A375|HT29|PC3"
"2273"	"pyrazinamide$FL2"	"pyrazinamide"	"Signature_Correlation"	"HA1E|HELA|MCF7"
"1331"	"ramelteon$FL1"	"ramelteon"	"Signature_Correlation"	"A375|HA1E|HT29|PC3"
"2274"	"ramelteon$FL2"	"ramelteon"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"1332"	"rebamipide$FL1"	"rebamipide"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2275"	"rebamipide$FL2"	"rebamipide"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1333"	"ropinirole$FL1"	"ropinirole"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"1334"	"saquinavir$FL1"	"saquinavir"	"Signature_Correlation"	"A375|HELA|MCF7"
"2276"	"saquinavir$FL2"	"saquinavir"	"Signature_Correlation"	"HA1E|PC3|YAPC"
"2277"	"selegiline$FL1"	"selegiline"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"1335"	"SMAD3$FL1"	"SMAD3"	"Signature_Correlation"	"A375.311|PC3.101|PC3.311"
"2278"	"SMAD3$FL2"	"SMAD3"	"Signature_Correlation"	"A549.311|HA1E.101|HA1E.311|HELA.311"
"3206"	"SMAD3$FL3"	"SMAD3"	"Signature_Correlation"	"HT29.311|MCF7.101|MCF7.311|YAPC.311"
"2279"	"SMAD4$FL1"	"SMAD4"	"Signature_Correlation"	"A549.311|HA1E.101|HA1E.311|HELA.311"
"1336"	"tegobuvir$FL1"	"tegobuvir"	"Signature_Correlation"	"A375|HELA|PC3"
"2280"	"tegobuvir$FL2"	"tegobuvir"	"Signature_Correlation"	"HA1E|MCF7|YAPC"
"1337"	"telbivudine$FL1"	"telbivudine"	"Signature_Correlation"	"A375|MCF7|YAPC"
"2281"	"telbivudine$FL2"	"telbivudine"	"Signature_Correlation"	"HA1E|HELA|PC3"
"1338"	"tesaglitazar$FL1"	"tesaglitazar"	"Signature_Correlation"	"A375|HA1E|HELA|YAPC"
"2282"	"tesaglitazar$FL2"	"tesaglitazar"	"Signature_Correlation"	"HT29|MCF7|PC3"
"1339"	"thiocolchicoside$FL1"	"thiocolchicoside"	"Signature_Correlation"	"A375|HELA|PC3"
"2283"	"thiocolchicoside$FL2"	"thiocolchicoside"	"Signature_Correlation"	"HA1E|HT29|MCF7|YAPC"
"1340"	"thioctic-acid$FL1"	"thioctic-acid"	"Signature_Correlation"	"A375|HT29|MCF7"
"2284"	"thioctic-acid$FL2"	"thioctic-acid"	"Signature_Correlation"	"HA1E|HELA|YAPC"
"1341"	"timolol$FL1"	"timolol"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|YAPC"
"1342"	"TINF2$FL1"	"TINF2"	"Signature_Correlation"	"A375.311|A549.311|MCF7.101|MCF7.311"
"2285"	"TINF2$FL2"	"TINF2"	"Signature_Correlation"	"HA1E.101|HA1E.311|HELA.311|YAPC.311"
"3207"	"TINF2$FL3"	"TINF2"	"Signature_Correlation"	"HT29.311|PC3.101|PC3.311"
"1343"	"tolperisone$FL1"	"tolperisone"	"Signature_Correlation"	"A375|HT29|MCF7|PC3|YAPC"
"1344"	"topiramate$FL1"	"topiramate"	"Signature_Correlation"	"A375|HELA|PC3"
"1345"	"torasemide$FL1"	"torasemide"	"Signature_Correlation"	"A375|HELA|PC3"
"2286"	"torasemide$FL2"	"torasemide"	"Signature_Correlation"	"HA1E|HT29|YAPC"
"1346"	"VX-765$FL1"	"VX-765"	"Signature_Correlation"	"A375|HA1E|HELA"
"2287"	"VX-765$FL2"	"VX-765"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"1347"	"Z160$FL1"	"Z160"	"Signature_Correlation"	"A375|MCF7|YAPC"
"2288"	"Z160$FL2"	"Z160"	"Signature_Correlation"	"HA1E|HELA|HT29|PC3"
"1348"	"zaldaride$FL1"	"zaldaride"	"Signature_Correlation"	"A375|HA1E|HT29|MCF7|YAPC"
"1349"	"zaprinast$FL1"	"zaprinast"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2289"	"zaprinast$FL2"	"zaprinast"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1350"	"ZD-7114$FL1"	"ZD-7114"	"Signature_Correlation"	"A375|HA1E|HT29|YAPC"
"2290"	"ZD-7114$FL2"	"ZD-7114"	"Signature_Correlation"	"HELA|MCF7|PC3"
"1351"	"ZEB1$FL1"	"ZEB1"	"Signature_Correlation"	"A375.311|A549.311|HA1E.101|HA1E.311|HELA.311"
"1352"	"ziprasidone$FL1"	"ziprasidone"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2291"	"ziprasidone$FL2"	"ziprasidone"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1353"	"adoprazine$FL1"	"adoprazine"	"Signature_Correlation"	"A375|HELA|PC3"
"2292"	"adoprazine$FL2"	"adoprazine"	"Signature_Correlation"	"HA1E|HT29|MCF7|YAPC"
"1354"	"alvespimycin$FL1"	"alvespimycin"	"Signature_Correlation"	"A375|HA1E|HELA|PC3"
"2293"	"alvespimycin$FL2"	"alvespimycin"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"1355"	"AMG-208$FL1"	"AMG-208"	"Signature_Correlation"	"A375|HT29|PC3"
"2294"	"AMG-208$FL2"	"AMG-208"	"Signature_Correlation"	"HA1E|HELA|MCF7|YAPC"
"1356"	"amiodarone$FL1"	"amiodarone"	"Signature_Correlation"	"A375|HA1E|HELA"
"2295"	"amiodarone$FL2"	"amiodarone"	"Signature_Correlation"	"HT29|MCF7|YAPC"
"2296"	"arofylline$FL1"	"arofylline"	"Signature_Correlation"	"HA1E|HELA|PC3"
"1357"	"artesunate$FL1"	"artesunate"	"Signature_Correlation"	"A375|HA1E|HELA"
"2297"	"artesunate$FL2"	"artesunate"	"Signature_Correlation"	"HT29|MCF7|PC3|YAPC"
"1358"	"atomoxetine$FL1"	"atomoxetine"	"Signature_Correlation"	"A375|HELA|MCF7"
"3208"	"atomoxetine$FL2"	"atomoxetine"	"Signature_Correlation"	"HT29|PC3|YAPC"
"1359"	"atracurium$FL1"	"atracurium"	"Signature_Correlation"	"A375|HA1E|HELA|HT29|PC3"
"1360"	"azathioprine$FL1"	"azathioprine"	"Signature_Correlation"	"A375|HA1E|HT29|PC3"
"2298"	"azathioprine$FL2"	"azathioprine"	"Signature_Correlation"	"HELA|MCF7|YAPC"
"1361"	"bambuterol$FL1"	"bambuterol"	"Signature_Correlation"	"A375|HA1E|HELA|MCF7|PC3|YAPC"
"1362"	"bendamustine$FL1"	"bendamustine"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"1363"	"bevirimat-dimeglumine$FL1"	"bevirimat-dimeglumine"	"Signature_Correlation"	"A375|HA1E|HELA|PC3|YAPC"
"1364"	"bifemelane$FL1"	"bifemelane"	"Signature_Correlation"	"A375|HA1E|PC3"
